s_bene,genere,nome_regione,nome_provincia,nome_comune,categoria,sottocategoria,provvedimento,quota_confiscata,ufficio_giudiziario,distretto,tipologia_procedura
I-RC-85779-S,immobili,Calabria,Reggio Calabria,Monasterace,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100%,Tribunale,Milano,Misure di Prevenzione
I-RC-86281-S,immobili,Calabria,Reggio Calabria,Villa San Giovanni,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-86282-S,immobili,Calabria,Reggio Calabria,Villa San Giovanni,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-86290-S,immobili,Calabria,Reggio Calabria,Villa San Giovanni,Terreno,Terreno agricolo,Confisca def.,25%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-86291-S,immobili,Calabria,Reggio Calabria,Villa San Giovanni,Terreno,Terreno agricolo,Confisca def.,25%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-86537-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare per uso di abitazione e assimilabile,Unità  uso abit. e assimil. - non definito,Confisca def.,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-88939-S,immobili,Calabria,Reggio Calabria,Gioia Tauro,Terreno,Terreno agricolo,Confisca def.,100%,Procura della Repubblica,Napoli,Procedimento Penale
I-RC-88940-S,immobili,Calabria,Reggio Calabria,Locri,Terreno,Terreno con fabbricato rurale,Confisca def.,100%,Procura della Repubblica,Napoli,Procedimento Penale
I-RC-88950-S,immobili,Calabria,Reggio Calabria,Locri,Terreno,Terreno agricolo,Confisca def.,100%,Procura della Repubblica,Napoli,Procedimento Penale
I-RC-88952-S,immobili,Calabria,Reggio Calabria,Locri,Terreno,Terreno agricolo,Confisca def.,100%,Procura della Repubblica,Napoli,Procedimento Penale
I-RC-88953-S,immobili,Calabria,Reggio Calabria,Gioia Tauro,Terreno,Terreno agricolo,Confisca def.,100%,Procura della Repubblica,Napoli,Procedimento Penale
I-RC-89668-S,immobili,Calabria,Reggio Calabria,Bianco,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca II,75%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-90351-S,immobili,Calabria,Reggio Calabria,Reggio di Calabria,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-9309-S,immobili,Calabria,Reggio Calabria,Gioia Tauro,Terreno,Terreno edificabile,Confisca def.,33%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-93173-S,immobili,Calabria,Reggio Calabria,Gioiosa Ionica,Terreno,Terreno agricolo,Confisca def.,100%,Procura della Repubblica,Reggio Calabria,Procedimento Penale
I-RC-93174-S,immobili,Calabria,Reggio Calabria,Gioiosa Ionica,Terreno,Terreno agricolo,Confisca def.,100%,Procura della Repubblica,Reggio Calabria,Procedimento Penale
I-RC-93175-S,immobili,Calabria,Reggio Calabria,Gioiosa Ionica,Altra unità immobiliare,Altro,Confisca def.,100%,Procura della Repubblica,Reggio Calabria,Procedimento Penale
I-RC-9342-S,immobili,Calabria,Reggio Calabria,Gioia Tauro,Unità immobiliare a destinazione commerciale e industriale,Altro,Confisca def.,33%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-9505-S,immobili,Calabria,Reggio Calabria,Sant'Eufemia d'Aspromonte,Unità immobiliare a destinazione commerciale e industriale,Altro,Confisca def.,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-96356-S,immobili,Calabria,Reggio Calabria,Palmi,Altra unità immobiliare,Fabbricato in corso di costruzione indivisibile,Confisca def.,100%,Tribunale,Reggio Calabria,Procedimento Penale
I-RC-96358-S,immobili,Calabria,Reggio Calabria,Palmi,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca def.,100%,Tribunale,Reggio Calabria,Procedimento Penale
I-RC-96359-S,immobili,Calabria,Reggio Calabria,Palmi,Altra unità immobiliare,Fabbricato in corso di costruzione indivisibile,Confisca def.,100%,Tribunale,Reggio Calabria,Procedimento Penale
I-RC-96362-S,immobili,Calabria,Reggio Calabria,Palmi,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Reggio Calabria,Procedimento Penale
I-RC-96543-S,immobili,Calabria,Reggio Calabria,Reggio di Calabria,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-96546-S,immobili,Calabria,Reggio Calabria,Reggio di Calabria,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-96548-S,immobili,Calabria,Reggio Calabria,Reggio di Calabria,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-96556-S,immobili,Calabria,Reggio Calabria,Reggio di Calabria,Unità immobiliare per uso di abitazione e assimilabile,Altro,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-9676-S,immobili,Calabria,Reggio Calabria,Bovalino,Terreno,Terreno edificabile,Confisca def.,50%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97114-S,immobili,Calabria,Reggio Calabria,Laureana di Borrello,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97116-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97118-S,immobili,Calabria,Reggio Calabria,Laureana di Borrello,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97119-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97120-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97121-S,immobili,Calabria,Reggio Calabria,Laureana di Borrello,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97122-S,immobili,Calabria,Reggio Calabria,Laureana di Borrello,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97123-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97124-S,immobili,Calabria,Reggio Calabria,Laureana di Borrello,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97125-S,immobili,Calabria,Reggio Calabria,Laureana di Borrello,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97126-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97127-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97128-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97130-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97131-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97133-S,immobili,Calabria,Reggio Calabria,Laureana di Borrello,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97134-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97135-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97138-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97140-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97142-S,immobili,Calabria,Reggio Calabria,Rosarno,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca II,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97652-S,immobili,Calabria,Reggio Calabria,Rosarno,Terreno,Terreno agricolo,Confisca II,100%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RC-97693-S,immobili,Calabria,Reggio Calabria,Sant'Ilario dello Ionio,Terreno,Terreno agricolo,Confisca II,100%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RC-97694-S,immobili,Calabria,Reggio Calabria,Sant'Ilario dello Ionio,Terreno,Terreno agricolo,Confisca II,100%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RC-97695-S,immobili,Calabria,Reggio Calabria,Sant'Ilario dello Ionio,Terreno,Terreno agricolo,Confisca II,100%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RC-97696-S,immobili,Calabria,Reggio Calabria,Sant'Ilario dello Ionio,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca II,100%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RC-97697-S,immobili,Calabria,Reggio Calabria,Sant'Ilario dello Ionio,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca II,100%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RC-97698-S,immobili,Calabria,Reggio Calabria,Sant'Ilario dello Ionio,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca II,100%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RC-97699-S,immobili,Calabria,Reggio Calabria,Sant'Ilario dello Ionio,Terreno,Terreno agricolo,Confisca II,100%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RC-97700-S,immobili,Calabria,Reggio Calabria,Sant'Ilario dello Ionio,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca II,100%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RC-97701-S,immobili,Calabria,Reggio Calabria,Sant'Ilario dello Ionio,Terreno,Terreno agricolo,Confisca II,100%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RC-97702-S,immobili,Calabria,Reggio Calabria,Roccella Ionica,Terreno,Terreno agricolo,Sequestro,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97703-S,immobili,Calabria,Reggio Calabria,Roccella Ionica,Terreno,Terreno agricolo,Sequestro,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97708-S,immobili,Calabria,Reggio Calabria,Roccella Ionica,Terreno,Terreno agricolo,Sequestro,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97709-S,immobili,Calabria,Reggio Calabria,Roccella Ionica,Terreno,Terreno agricolo,Sequestro,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97710-S,immobili,Calabria,Reggio Calabria,Roccella Ionica,Terreno,Terreno agricolo,Sequestro,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97712-S,immobili,Calabria,Reggio Calabria,Roccella Ionica,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Sequestro,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97714-S,immobili,Calabria,Reggio Calabria,Roccella Ionica,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Sequestro,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97715-S,immobili,Calabria,Reggio Calabria,Roccella Ionica,Terreno,Terreno agricolo,Sequestro,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97718-S,immobili,Calabria,Reggio Calabria,Roccella Ionica,Terreno,Terreno agricolo,Sequestro,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-97992-S,immobili,Calabria,Reggio Calabria,Melicucco,Altra unità immobiliare,Altro,Confisca def.,100%,Tribunale,Roma,Misure di Prevenzione
I-RC-98021-S,immobili,Calabria,Reggio Calabria,Polistena,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100%,Tribunale,Roma,Misure di Prevenzione
I-RC-9905-S,immobili,Calabria,Reggio Calabria,Platì,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Reggio Calabria,Misure di Prevenzione
I-RC-99996-S,immobili,Calabria,Reggio Calabria,Villa San Giovanni,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca II,0%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RC-99997-S,immobili,Calabria,Reggio Calabria,Reggio di Calabria,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca II,100%,Corte di Appello,Reggio Calabria,Procedimento Penale
I-RE-100415-S,immobili,Emilia Romagna,Reggio Emilia,Cadelbosco di Sopra,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",,0%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-100416-S,immobili,Emilia Romagna,Reggio Emilia,Cadelbosco di Sopra,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",,0%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-101217-S,immobili,Emilia Romagna,Reggio Emilia,Cadelbosco di Sopra,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-101219-S,immobili,Emilia Romagna,Reggio Emilia,Cadelbosco di Sopra,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-101234-S,immobili,Emilia Romagna,Reggio Emilia,Cadelbosco di Sopra,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-101860-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-101862-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-103483-S,immobili,Emilia Romagna,Reggio Emilia,Rubiera,Terreno,Terreno agricolo,Confisca I,23%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103484-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103485-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103486-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103487-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103488-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103490-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103491-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103492-S,immobili,Emilia Romagna,Reggio Emilia,Rubiera,Terreno,Terreno agricolo,Confisca I,23%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103494-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103495-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103496-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Altra unità immobiliare,Altro,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103497-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103499-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103500-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103502-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103505-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Terreno,Terreno agricolo,Confisca I,23%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103506-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Terreno,Terreno agricolo,Confisca I,23%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103507-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103508-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103509-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103510-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103511-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103512-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103513-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103514-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103515-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103517-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103518-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103519-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103520-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103521-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103522-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103523-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103524-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103526-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Terreno,Terreno agricolo,Confisca I,23%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103527-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103530-S,immobili,Emilia Romagna,Reggio Emilia,Rubiera,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103531-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103532-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103534-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103535-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103537-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103539-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103540-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103541-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103542-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103543-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103544-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103546-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103547-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103548-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103549-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103550-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103551-S,immobili,Emilia Romagna,Reggio Emilia,Rubiera,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103553-S,immobili,Emilia Romagna,Reggio Emilia,Rubiera,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103554-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103555-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
